"Semana.","Área natural protegida","Categoría","Tipo","Estado","Municipio","Posible causa","Tipo de vegetación","Superficie","Total días/persona","Tipo de atención","Latitud","Longitud"
"15","Sierra Tecuani","Reserva de la Biósfera","Federal","guerrero","TÉCPAN DE GALEANA","Actividades agrícolas","Selva Mediana Subcaducifolia","60.7189","42","Combate","17.459888","-100.51994"
"15","El Veladero","Parque Nacional","Federal","guerrero","ACAPULCO DE JUÁREZ","Desconocidas","Selva Mediana Subcaducifolia","4.2985","44","Combate","16.87439","-99.84975"
"15","Sierra Gorda de Guanajuato","Reserva de la Biósfera","Federal","guanajuato","XICHÚ","Fumadores","Bosque de Pino-Encino","1.173","3","Combate","21.40355","-100.02779"
"15","C.A.D.N.R. 043 Estado de Nayarit","Área de Protección de los Recursos Naturales","Federal","durango","MEZQUITAL","Fumadores","Bosque de Pino","251.2994","277","Combate","23.041666","-104.28083"
"15","C.A.D.N.R. 043 Estado de Nayarit","Área de Protección de los Recursos Naturales","Federal","durango","PUEBLO NUEVO","Fumadores","Bosque de Pino","2.551","30","Combate","23.422222","-105.01"
"15","Canoas","Área de Protección de Flora y Fauna","Federal","colima","MANZANILLO","Intencional","Bosque de Encino","255.5792","67","Combate","19.16916","-104.05928"
"15","Río Sabinas","Sitio Ramsar","Federal","coahuila","MÚZQUIZ","Desconocidas","Matorral Submontano","1.444","31","Combate","27.992805","-101.823975"
"15","San Miguel Topilejo","Reserva Estatal","Estatal","ciudad de méxico","TLALPAN","Actividades pecuarias","Bosque de Pino","6.9971","20","Combate","19.148972","-99.24175"
"15","Milpa Alta","Área Comunitaria de Conservación Ecológica","Estatal","ciudad de méxico","MILPA ALTA","Actividades pecuarias","Bosque de Pino","5.8742","11","Combate","19.14352","-99.02988"
"15","San Miguel Topilejo","Reserva Estatal","Estatal","ciudad de méxico","TLALPAN","Actividades pecuarias","Bosque de Pino","5.8274","15","Combate","19.139923","-99.251335"
"15","San Miguel Topilejo","Reserva Estatal","Estatal","ciudad de méxico","TLALPAN","Actividades pecuarias","Bosque de Pino","5.749","21","Combate","19.14396","-99.18024"
"15","Corredor Biológico Chichinautzin","Área de Protección de Flora y Fauna","Federal","ciudad de méxico","TLALPAN","Actividades pecuarias","Bosque de Pino","5.6541","11","Combate","19.122828","-99.264275"
"15","San Miguel Topilejo","Reserva Estatal","Estatal","ciudad de méxico","TLALPAN","Intencional","Bosque de Pino","4.6473","39","Combate","19.150778","-99.23892"
"15","San Miguel Topilejo","Reserva Estatal","Estatal","ciudad de méxico","TLALPAN","Actividades pecuarias","Bosque de Pino","4.3213","17","Combate","19.141722","-99.24675"
"15","Corredor Biológico Chichinautzin","Área de Protección de Flora y Fauna","Federal","ciudad de méxico","TLALPAN","Actividades pecuarias","Bosque de Pino","3.3665","12","Combate","19.09532","-99.20235"
"15","San Miguel Ajusco","Reserva Estatal","Estatal","ciudad de méxico","TLALPAN","Actividades pecuarias","Bosque de Pino","3.3134","15","Combate","19.174492","-99.29424"
"15","San Miguel Topilejo","Reserva Estatal","Estatal","ciudad de méxico","TLALPAN","Actividades pecuarias","Bosque de Pino","3.1321","22","Combate","19.147728","-99.23893"
"15","San Miguel Topilejo","Reserva Estatal","Estatal","ciudad de méxico","TLALPAN","Actividades pecuarias","Bosque de Pino","2.7974","25","Combate","19.134296","-99.19077"
"15","Milpa Alta","Área Comunitaria de Conservación Ecológica","Estatal","ciudad de méxico","MILPA ALTA","Actividades pecuarias","Bosque de Pino","0.0402","19","Combate","19.145117","-99.032814"
"15","San Miguel Topilejo","Reserva Estatal","Estatal","ciudad de méxico","TLALPAN","Intencional","Bosque de Pino","20.5624","7","Combate","19.147638","-99.2448"
"15","San Miguel Topilejo","Reserva Estatal","Estatal","ciudad de méxico","TLALPAN","Desconocidas","Bosque de Pino","1.9849","33","Combate","19.154898","-99.18029"
"15","San Miguel Topilejo","Reserva Estatal","Estatal","ciudad de méxico","TLALPAN","Actividades pecuarias","Bosque de Pino","1.8494","15","Combate","19.140556","-99.252304"
"15","Milpa Alta","Área Comunitaria de Conservación Ecológica","Estatal","ciudad de méxico","MILPA ALTA","Actividades pecuarias","Bosque de Pino","1.6563","10","Combate","19.143167","-99.032265"
"15","San Miguel Topilejo","Reserva Estatal","Estatal","ciudad de méxico","TLALPAN","Actividades pecuarias","Bosque de Pino","16.0381","64","Combate","19.14728","-99.18495"
"15","Milpa Alta","Área Comunitaria de Conservación Ecológica","Estatal","ciudad de méxico","MILPA ALTA","Actividades pecuarias","Bosque de Pino","1.2783","10","Combate","19.136127","-99.015434"
"15","San Miguel Topilejo","Reserva Estatal","Estatal","ciudad de méxico","TLALPAN","Actividades pecuarias","Bosque de Pino","1.2019","8","Combate","19.155865","-99.18063"
"15","Milpa Alta","Área Comunitaria de Conservación Ecológica","Estatal","ciudad de méxico","MILPA ALTA","Actividades pecuarias","Pastizal Halófilo","0.7465","12","Combate","19.10923","-99.01733"
"15","Corredor Biológico Chichinautzin","Área de Protección de Flora y Fauna","Federal","ciudad de méxico","TLALPAN","Actividades pecuarias","Bosque de Pino","0.0862","10","Combate","19.096003","-99.206535"
"15","San Miguel Ajusco","Reserva Estatal","Estatal","ciudad de méxico","TLALPAN","Actividades pecuarias","Bosque de Pino","0.6875","18","Combate","19.174616","-99.29346"
"15","San Miguel Topilejo","Reserva Estatal","Estatal","ciudad de méxico","TLALPAN","Actividades pecuarias","Bosque de Pino","0.6206","13","Combate","19.146738","-99.24091"
"15","San Miguel Topilejo","Reserva Estatal","Estatal","ciudad de méxico","TLALPAN","Actividades pecuarias","Bosque de Pino","0.6064","15","Combate","19.123741","-99.20285"
"15","Milpa Alta","Área Comunitaria de Conservación Ecológica","Estatal","ciudad de méxico","MILPA ALTA","Actividades pecuarias","Bosque de Pino","0.4728","10","Combate","19.136347","-99.01628"
"15","San Bernabé Ocotepec","Reserva Estatal","Estatal","ciudad de méxico","ÁLVARO OBREGÓN","Intencional","Bosque de Pino","0.3802","18","Combate","19.302202","-99.27768"
"15","San Miguel Topilejo","Reserva Estatal","Estatal","ciudad de méxico","TLALPAN","Intencional","Bosque de Pino","0.3347","38","Combate","19.096445","-99.18533"
"15","San Miguel Ajusco","Reserva Estatal","Estatal","ciudad de méxico","TLALPAN","Actividades pecuarias","Bosque de Pino","0.241","13","Combate","19.203169","-99.30446"
"15","La Encrucijada","Reserva de la Biósfera","Federal","chiapas","ACAPETAHUA","Actividades agrícolas","Tular","9.8899","21","Combate","15.198436","-92.793236"
"15","Bosques de Coniferas Chanal","Área Natural y Típica","Estatal","chiapas","CHANAL","Actividades agrícolas","Bosque de Pino-Encino","0.6631","90","Combate","16.549627","-92.22279"
"15","La Concordia Zaragoza","Área Natural y Típica","Estatal","chiapas","LA CONCORDIA","Desconocidas","Bosque de Encino-Pino","46.1204","1","Monitoreo","15.894831","-92.71229"
"15","Cañón del Sumidero","Parque Nacional","Federal","chiapas","TUXTLA GUTIÉRREZ","Desconocidas","Selva Baja Caducifolia","4.0622","63","Combate","16.814722","-93.106476"
"15","La Sepultura","Reserva de la Biósfera","Federal","chiapas","VILLAFLORES","Actividades pecuarias","Bosque de Encino-Pino","3065.1166","296","Combate","16.297806","-93.51361"
"15","La Sepultura","Reserva de la Biósfera","Federal","chiapas","VILLA CORZO","Actividades agrícolas","Bosque de Pino","213.2809","70","Combate","16.130991","-93.4544"
"15","Volcan Tacaná","Reserva de la Biósfera","Federal","chiapas","CACAHOATÁN","Cazadores","Bosque de Pino-Encino","3.3432","38","Combate","15.110589","-92.11154"
"15","Bosques de Coniferas Chanal","Área Natural y Típica","Estatal","chiapas","CHANAL","Intencional","Bosque de Pino-Encino","825.5377","482","Combate","16.568056","-92.19806"
"15","La Encrucijada","Reserva de la Biósfera","Federal","chiapas","VILLA COMALTITLÁN","Cazadores","Tular","16.9519","7","Combate","15.109706","-92.68423"
"15","La Sepultura","Reserva de la Biósfera","Federal","chiapas","JIQUIPILAS","Actividades pecuarias","Bosque de Pino","132.4382","81","Combate","16.46486","-93.87059"
"15","Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas","Área de Protección de Flora y Fauna","Federal","chiapas","VILLA CORZO","Desconocidas","Bosque de Pino-Encino","631.2272","144","Combate","16.100584","-93.21606"
"15","La Pona","Zona de Preservación Ecológica","Municipal","aguascalientes","AGUASCALIENTES","Desconocidas","Pastizal Natural","0.0069","8","Combate","21.889315","-102.26847"
"14","Cañón del Río Blanco","Parque Nacional","Federal","veracruz","MALTRATA","Actividades agrícolas","Bosque de Pino-Encino","3560.9549","3734","Combate","18.845","-97.23917"
"14","Cañón del Río Blanco","Parque Nacional","Federal","veracruz","SOLEDAD ATZOMPA","Otras actividades productivas","Bosque de Pino-Encino","37.164","244","Combate","18.755","-97.18"
"14","Cofre de Perote o Nauhcampatépetl","Parque Nacional","Federal","veracruz","PEROTE","Intencional","Bosque de Pino","1.377","42","Combate","19.512917","-97.19258"
"14","Cofre de Perote o Nauhcampatépetl","Parque Nacional","Federal","veracruz","AYAHUALULCO","Actividades agrícolas","Bosque de Pino","26.7369","37","Combate","19.437445","-97.17"
"14","La Montaña Malinche o Matlalcuéyatl","Parque Nacional","Federal","tlaxcala","TEOLOCHOLCO","Intencional","Bosque de Pino","8.5361","23","Combate","19.242926","-98.10766"
"14","La Montaña Malinche o Matlalcuéyatl","Parque Nacional","Federal","tlaxcala","ZILTLALTÉPEC DE TRINIDAD SÁNCHEZ SANTOS","Intencional","Bosque de Pino","4.5704","12","Combate","19.236534","-97.96239"
"14","La Montaña Malinche o Matlalcuéyatl","Parque Nacional","Federal","tlaxcala","CHIAUTEMPAN","Actividades agrícolas","Bosque de Pino","3.8104","18","Combate","19.283434","-98.08443"
"14","La Montaña Malinche o Matlalcuéyatl","Parque Nacional","Federal","tlaxcala","HUAMANTLA","Fogatas","Bosque de Pino","2.7511","11","Combate","19.276836","-98.00552"
"14","La Montaña Malinche o Matlalcuéyatl","Parque Nacional","Federal","tlaxcala","SAN FRANCISCO TETLANOHCAN","Fogatas","Bosque de Pino","2.7243","8","Combate","19.280178","-98.037994"
"14","La Montaña Malinche o Matlalcuéyatl","Parque Nacional","Federal","tlaxcala","TEOLOCHOLCO","Fogatas","Bosque de Pino","2.582","13","Combate","19.238087","-98.10669"
"14","La Montaña Malinche o Matlalcuéyatl","Parque Nacional","Federal","tlaxcala","SAN FRANCISCO TETLANOHCAN","Intencional","Bosque de Pino-Encino","1.6328","13","Combate","19.238941","-98.07024"
"14","La Montaña Malinche o Matlalcuéyatl","Parque Nacional","Federal","tlaxcala","SAN JOSÉ TEACALCO","Fogatas","Bosque de Pino","1.2673","17","Combate","19.299795","-98.04032"
"14","La Montaña Malinche o Matlalcuéyatl","Parque Nacional","Federal","tlaxcala","TEOLOCHOLCO","Intencional","Bosque de Pino","1.1829","14","Combate","19.213125","-98.08481"
"14","La Montaña Malinche o Matlalcuéyatl","Parque Nacional","Federal","tlaxcala","TEOLOCHOLCO","Intencional","Bosque de Pino","0.9638","11","Combate","19.212196","-98.085594"
"14","La Montaña Malinche o Matlalcuéyatl","Parque Nacional","Federal","tlaxcala","SAN FRANCISCO TETLANOHCAN","Fogatas","Bosque de Pino","9.2735","14","Combate","19.235306","-98.042915"
"14","La Montaña Malinche o Matlalcuéyatl","Parque Nacional","Federal","tlaxcala","ZILTLALTÉPEC DE TRINIDAD SÁNCHEZ SANTOS","Intencional","Bosque de Pino","0.6393","12","Combate","19.209011","-97.9584"
"14","La Montaña Malinche o Matlalcuéyatl","Parque Nacional","Federal","tlaxcala","SAN FRANCISCO TETLANOHCAN","Fogatas","Bosque de Pino","0.5536","14","Combate","19.242859","-98.05799"
"14","La Montaña Malinche o Matlalcuéyatl","Parque Nacional","Federal","tlaxcala","TEOLOCHOLCO","Intencional","Bosque de Pino","0.467","11","Combate","19.199856","-98.08513"
"14","La Montaña Malinche o Matlalcuéyatl","Parque Nacional","Federal","tlaxcala","SAN FRANCISCO TETLANOHCAN","Fogatas","Bosque de Pino","0.3367","7","Combate","19.2848","-98.041145"
"14","De La Mariposa Monarca","Paisaje Natural","Estatal","tamaulipas","TULA","Otras actividades productivas","Bosque de Encino","13.3","103","Combate","22.902737","-99.56784"
"14","Pantanos de Centla","Reserva de la Biósfera","Federal","tabasco","CENTLA","Cazadores","Tular","75.8498","3","Monitoreo","18.3619","-92.67389"
"14","Pantanos de Centla","Reserva de la Biósfera","Federal","tabasco","CENTLA","Actividades pecuarias","Tular","297.3868","2","Monitoreo","18.114428","-92.61179"
"14","Pantanos de Centla","Reserva de la Biósfera","Federal","tabasco","CENTLA","Cazadores","Tular","2.4352","41","Combate","18.494253","-92.660484"
"14","Pantanos de Centla","Reserva de la Biósfera","Federal","tabasco","CENTLA","Cazadores","Tular","210.6549","18","Monitoreo","18.518877","-92.57818"
"14","Bala'an K'aax","Área de Protección de Flora y Fauna","Federal","quintana roo","BACALAR","Cazadores","Selva Mediana Subperennifolia","28.6615","36","Combate","19.2205","-88.87675"
"14","Bala'an K'aax","Área de Protección de Flora y Fauna","Federal","quintana roo","BACALAR","Cazadores","Selva Mediana Subperennifolia","1.9292","32","Combate","19.210094","-88.8771"
"14","La Montaña Malinche o Matlalcuéyatl","Parque Nacional","Federal","puebla","TEPATLAXCO DE HIDALGO","Intencional","Bosque de Pino","79.6142","16","Combate","19.154205","-98.01264"
"14","Iztaccihuatl-Popocatepetl","Parque Nacional","Federal","puebla","SAN NICOLÁS DE LOS RANCHOS","Fogatas","Pradera de Alta Montaña","66.6607","0","Monitoreo","19.13737","-98.63777"
"14","Iztaccíhuatl-Popocatépetl","Parque Nacional","Federal","puebla","SAN SALVADOR EL VERDE","Intencional","Bosque de Pino","0.6","22","Combate","19.228283","-98.60727"
"14","La Montaña Malinche o Matlalcuéyatl","Parque Nacional","Federal","puebla","PUEBLA","Intencional","Bosque de Pino-Encino","50.522","28","Combate","19.141737","-98.032936"
"14","Iztaccíhuatl-Popocatépetl","Parque Nacional","Federal","puebla","TLAHUAPAN","Fumadores","Bosque de Pino","2.3667","32","Combate","19.38863","-98.656364"
"14","La Montaña Malinche o Matlalcuéyatl","Parque Nacional","Federal","puebla","TEPATLAXCO DE HIDALGO","Intencional","Bosque de Pino","0.75","10","Combate","19.17958","-97.986984"
"14","La Montaña Malinche o Matlalcuéyatl","Parque Nacional","Federal","puebla","TEPATLAXCO DE HIDALGO","Intencional","Bosque de Pino","14.1265","10","Combate","19.139","-98.00524"
"14","Sierra del Tentzo","Reserva Estatal","Estatal","puebla","TZICATLACOYAN","Actividades agrícolas","Bosque de Encino","106","74","Combate","18.824331","-98.09425"
"14","La Montaña Malinche o Matlalcuéyatl","Parque Nacional","Federal","puebla","TEPATLAXCO DE HIDALGO","Intencional","Bosque de Pino","1.9495","10","Combate","19.18135","-97.98733"
"14","Reserva Comunal Tres Pico","Áreas Destinadas Voluntariamente a la Conservación","Federal","oaxaca","SANTA MARÍA CHIMALAPA","Cazadores","Selva Alta Perennifolia","45.6545","189","Combate","16.829166","-94.63556"
"14","Reserva Comunal Tres Pico","Áreas Destinadas Voluntariamente a la Conservación","Federal","oaxaca","SAN MIGUEL CHIMALAPA","Desconocidas","Bosque de Pino","31.3075","0","Monitoreo","16.699448","-94.544334"
"14","Reserva Comunal Tres Pico","Áreas Destinadas Voluntariamente a la Conservación","Federal","oaxaca","SANTA MARÍA CHIMALAPA","Desconocidas","Bosque de Pino","280.6495","0","Monitoreo","16.737638","-94.63487"
"14","Reserva Comunal Tres Pico","Áreas Destinadas Voluntariamente a la Conservación","Federal","oaxaca","SANTA MARÍA CHIMALAPA","Desconocidas","Bosque de Pino","132.7388","0","Monitoreo","16.729141","-94.65669"
"14","Agua Buena","Áreas Destinadas Voluntariamente a la Conservación","Federal","oaxaca","HEROICA CIUDAD DE HUAJUAPAN DE LEÓN","Cazadores","Bosque de Pino-Encino","27.02","848","Combate","17.858097","-97.9116"
"14","Sierra Las Mitras","Zona Sujeta a Conservación Ecológica","Estatal","nuevo león","SAN PEDRO GARZA GARCÍA","Desconocidas","Matorral Submontano","0.3631","90","Combate","25.69139","-100.40903"
"14","C.A.D.N.R. 043 Estado de Nayarit","Área de Protección de los Recursos Naturales","Federal","nayarit","DEL NAYAR","Desconocidas","Bosque de Pino-Encino","93.8944","20","Combate","22.54351","-104.80146"
"14","C.A.D.N.R. 043 Estado de Nayarit","Área de Protección de los Recursos Naturales","Federal","nayarit","DEL NAYAR","Desconocidas","Bosque de Pino-Encino","25.2477","54","Combate","22.087938","-104.7159"
"14","C.A.D.N.R. 043 Estado de Nayarit","Área de Protección de los Recursos Naturales","Federal","nayarit","JALA","Actividades agrícolas","Bosque de Pino-Encino","120.6975","90","Combate","21.156433","-104.433014"
"14","Santuario del Agua y Forestal Manantiales Cascada Diamantes","Parque Estatal","Estatal","méxico","TLALMANALCO","Otras actividades productivas","Bosque de Pino","145.8478","66","Combate","19.196363","-98.730354"
